order_id,order_time,zone,category,order_value,delivery_time_mins,weather,delivery_cost,discount,freshness_hrs_left,contribution_margin
100955,2025-01-05 13:47:00,Jayanagar,Snacks,1121.06,11,Cloudy,40,0,500,1081.06
100956,2025-01-16 23:41:00,Indiranagar,Beverages,1102.54,11,Clear,40,0,500,1062.54
100957,2025-01-23 17:41:00,Koramangala,Perishable,330.86,26,Rainy,40,0,7,290.86
100958,2025-01-15 21:39:00,Koramangala,Perishable,1008.69,13,Clear,40,0,32,968.69
100959,2025-01-20 16:51:00,Jayanagar,Snacks,216.27,16,Clear,40,50,500,126.27000000000001
100960,2025-01-11 19:51:00,Whitefield,Home Needs,276.84,14,Clear,40,0,500,236.83999999999997
100961,2025-01-27 18:50:00,Koramangala,Perishable,772.74,20,Clear,40,0,8,732.74
100962,2025-01-09 20:09:00,Whitefield,Snacks,881.11,15,Clear,40,50,500,791.11
100963,2025-01-08 18:59:00,Jayanagar,Perishable,290.04,22,Clear,40,0,2,250.04000000000002
100964,2025-01-29 19:31:00,Indiranagar,Perishable,157.59,12,Clear,40,100,19,17.590000000000003
100965,2025-01-14 18:44:00,Whitefield,Snacks,366.47,18,Clear,40,100,500,226.47000000000003
100966,2025-01-15 18:26:00,Koramangala,Snacks,791.06,11,Clear,40,100,500,651.06
100967,2025-01-06 19:45:00,Whitefield,Perishable,808.55,34,Rainy,45,0,27,763.55
100968,2025-01-01 12:35:00,Koramangala,Snacks,273.38,28,Rainy,40,100,500,133.38
100969,2025-01-12 17:55:00,Jayanagar,Snacks,637.43,16,Clear,40,0,500,597.43
100970,2025-01-02 05:12:00,Indiranagar,Snacks,869.51,25,Clear,40,50,500,779.51
100971,2025-01-06 20:10:00,Indiranagar,Perishable,827.1,34,Rainy,45,0,28,782.1
100972,2025-01-09 20:21:00,Jayanagar,Beverages,195.48,11,Clear,40,100,500,55.47999999999999
100973,2025-01-06 17:10:00,Indiranagar,Beverages,690.65,12,Clear,40,0,500,650.65
100974,2025-01-24 14:28:00,Jayanagar,Home Needs,590.02,20,Clear,40,0,500,550.02
100975,2025-01-25 07:07:00,HSR Layout,Snacks,252.97,23,Clear,40,0,500,212.97
100976,2025-01-13 18:57:00,Koramangala,Perishable,644.54,40,Rainy,45,0,28,599.54
100977,2025-01-05 23:13:00,Jayanagar,Beverages,336.96,21,Cloudy,40,0,500,296.96
100978,2025-01-15 19:46:00,Koramangala,Home Needs,1174.33,16,Clear,40,0,500,1134.33
100979,2025-01-05 19:02:00,Jayanagar,Perishable,444.63,28,Rainy,40,50,30,354.63
100980,2025-01-14 08:10:00,HSR Layout,Snacks,1080.73,15,Clear,40,100,500,940.73
100981,2025-01-29 20:10:00,Jayanagar,Snacks,240.8,25,Clear,40,0,500,200.8
100982,2025-01-19 18:30:00,Whitefield,Home Needs,165.23,23,Clear,40,0,500,125.22999999999999
100983,2025-01-08 09:20:00,Whitefield,Snacks,1086.41,14,Clear,40,100,500,946.4100000000001
100984,2025-01-29 14:00:00,Whitefield,Perishable,192.06,25,Clear,40,100,3,52.06
100985,2025-01-14 02:33:00,Whitefield,Beverages,1000.2,28,Rainy,40,50,500,910.2
100986,2025-01-16 12:15:00,Indiranagar,Perishable,877.82,23,Clear,40,0,9,837.82
100987,2025-01-12 13:18:00,Koramangala,Perishable,166.73,19,Cloudy,40,0,46,126.72999999999999
100988,2025-01-15 11:54:00,Jayanagar,Perishable,1175.24,24,Clear,40,0,46,1135.24
100989,2025-01-13 21:11:00,HSR Layout,Beverages,889.1,25,Rainy,40,0,500,849.1
100990,2025-01-13 09:57:00,HSR Layout,Perishable,461.42,33,Rainy,45,100,35,316.42
100991,2025-01-19 17:50:00,Koramangala,Perishable,801.48,20,Clear,40,0,33,761.48
100992,2025-01-31 08:58:00,HSR Layout,Perishable,266.51,21,Clear,40,50,40,176.51
100993,2025-01-02 19:23:00,HSR Layout,Snacks,830.58,12,Clear,40,100,500,690.58
100994,2025-01-23 17:49:00,Koramangala,Snacks,1180.31,32,Rainy,45,100,500,1035.31
100995,2025-01-04 20:41:00,Whitefield,Snacks,940.83,17,Clear,40,0,500,900.83
100996,2025-01-12 18:57:00,HSR Layout,Beverages,441.0,12,Clear,40,0,500,401.0
100997,2025-01-12 20:28:00,Whitefield,Perishable,643.67,19,Clear,40,50,40,553.67
100998,2025-01-12 21:51:00,Indiranagar,Snacks,1086.5,24,Clear,40,0,500,1046.5
100999,2025-01-03 05:25:00,Koramangala,Home Needs,1156.17,12,Clear,40,0,500,1116.17
101000,2025-01-06 11:17:00,Indiranagar,Snacks,671.15,16,Clear,40,100,500,531.15
101001,2025-01-31 21:40:00,Indiranagar,Home Needs,587.36,14,Clear,40,50,500,497.36
101002,2025-01-12 12:26:00,Whitefield,Perishable,456.09,27,Rainy,40,0,15,416.09
101003,2025-01-27 17:33:00,HSR Layout,Beverages,757.64,35,Rainy,45,50,500,662.64
101004,2025-01-19 06:42:00,Jayanagar,Beverages,630.91,14,Clear,40,0,500,590.91
101005,2025-01-06 03:50:00,HSR Layout,Snacks,658.46,19,Clear,40,0,500,618.46
101006,2025-01-05 21:22:00,HSR Layout,Beverages,1154.02,15,Clear,40,100,500,1014.02
101007,2025-01-10 18:11:00,Koramangala,Snacks,319.32,13,Clear,40,0,500,279.32
101008,2025-01-11 14:36:00,Koramangala,Beverages,423.43,15,Cloudy,40,0,500,383.43
101009,2025-01-18 02:45:00,Indiranagar,Home Needs,1176.92,14,Clear,40,0,500,1136.92
101010,2025-01-15 22:34:00,Koramangala,Home Needs,277.56,10,Clear,40,50,500,187.56
101011,2025-01-30 21:31:00,Koramangala,Beverages,1124.2,14,Clear,40,0,500,1084.2
101012,2025-01-24 17:34:00,Jayanagar,Home Needs,829.61,19,Clear,40,50,500,739.61
101013,2025-01-29 19:18:00,Jayanagar,Snacks,989.55,24,Cloudy,40,0,500,949.55
101014,2025-01-23 11:07:00,Whitefield,Perishable,296.39,13,Clear,40,0,2,256.39
101015,2025-01-13 10:39:00,Koramangala,Beverages,525.26,20,Clear,40,0,500,485.26
101016,2025-01-20 17:41:00,Koramangala,Snacks,970.35,18,Cloudy,40,0,500,930.35
101017,2025-01-01 18:05:00,Jayanagar,Beverages,860.92,12,Clear,40,100,500,720.92
101018,2025-01-13 08:12:00,Whitefield,Home Needs,783.33,11,Clear,40,0,500,743.33
101019,2025-01-13 10:09:00,Whitefield,Home Needs,555.42,10,Clear,40,0,500,515.42
101020,2025-01-12 20:22:00,HSR Layout,Beverages,1068.02,12,Clear,40,0,500,1028.02
101021,2025-01-24 17:56:00,Whitefield,Beverages,993.87,19,Clear,40,0,500,953.87
101022,2025-01-26 21:46:00,Whitefield,Beverages,296.55,27,Rainy,40,0,500,256.55
101023,2025-01-07 06:19:00,Whitefield,Home Needs,219.42,37,Rainy,45,0,500,174.42
101024,2025-01-01 18:26:00,HSR Layout,Beverages,333.64,24,Clear,40,100,500,193.64
101025,2025-01-25 17:58:00,Koramangala,Snacks,345.31,22,Clear,40,0,500,305.31
101026,2025-01-18 09:31:00,Indiranagar,Home Needs,1026.31,19,Cloudy,40,50,500,936.31
101027,2025-01-18 20:47:00,Whitefield,Snacks,178.18,10,Clear,40,0,500,138.18
101028,2025-01-09 17:19:00,Whitefield,Perishable,836.5,19,Clear,40,50,12,746.5
101029,2025-01-16 19:58:00,Koramangala,Perishable,275.32,18,Clear,40,50,5,185.32
101030,2025-01-20 06:47:00,HSR Layout,Beverages,743.85,18,Clear,40,50,500,653.85
101031,2025-01-23 20:52:00,Indiranagar,Home Needs,688.15,10,Clear,40,0,500,648.15
101032,2025-01-06 05:37:00,Indiranagar,Snacks,485.67,29,Rainy,40,0,500,445.67
101033,2025-01-06 10:03:00,HSR Layout,Home Needs,590.49,21,Clear,40,0,500,550.49
101034,2025-01-10 09:18:00,Jayanagar,Perishable,689.56,15,Clear,40,0,39,649.56
101035,2025-01-25 20:10:00,Jayanagar,Home Needs,1066.07,19,Clear,40,0,500,1026.07
101036,2025-01-22 10:44:00,HSR Layout,Perishable,711.14,21,Cloudy,40,0,1,671.14
101037,2025-01-05 21:33:00,HSR Layout,Home Needs,967.75,23,Cloudy,40,0,500,927.75
101038,2025-01-30 11:58:00,Koramangala,Perishable,378.77,17,Clear,40,0,36,338.77
101039,2025-01-20 23:44:00,Jayanagar,Perishable,588.21,27,Rainy,40,0,9,548.21
101040,2025-01-30 02:01:00,Whitefield,Home Needs,477.15,21,Clear,40,0,500,437.15
101041,2025-01-27 17:28:00,Jayanagar,Home Needs,330.82,19,Cloudy,40,0,500,290.82
101042,2025-01-24 18:52:00,Indiranagar,Snacks,285.15,14,Clear,40,0,500,245.14999999999998
101043,2025-01-10 07:08:00,Koramangala,Snacks,1180.17,23,Clear,40,0,500,1140.17
101044,2025-01-03 20:01:00,Whitefield,Beverages,194.64,13,Clear,40,0,500,154.64
101045,2025-01-26 20:42:00,Jayanagar,Perishable,642.54,18,Cloudy,40,0,5,602.54
101046,2025-01-10 10:42:00,Indiranagar,Perishable,971.49,16,Clear,40,100,13,831.49
101047,2025-01-06 12:42:00,HSR Layout,Perishable,245.32,33,Rainy,45,100,23,100.32
101048,2025-01-12 18:10:00,Jayanagar,Snacks,680.15,12,Clear,40,0,500,640.15
101049,2025-01-27 20:37:00,Indiranagar,Snacks,901.6,19,Clear,40,0,500,861.6
101050,2025-01-29 21:48:00,Jayanagar,Perishable,1172.26,13,Clear,40,0,33,1132.26
101051,2025-01-28 09:45:00,Whitefield,Home Needs,883.04,15,Clear,40,50,500,793.04
101052,2025-01-22 20:06:00,Koramangala,Home Needs,1180.37,23,Clear,40,0,500,1140.37
101053,2025-01-17 21:14:00,Whitefield,Perishable,949.48,20,Cloudy,40,0,30,909.48
101054,2025-01-04 12:33:00,Koramangala,Beverages,950.39,19,Cloudy,40,100,500,810.39
101055,2025-01-24 08:02:00,Indiranagar,Home Needs,668.4,22,Clear,40,0,500,628.4
101056,2025-01-15 09:38:00,HSR Layout,Beverages,387.17,23,Cloudy,40,0,500,347.17
101057,2025-01-28 19:27:00,Koramangala,Perishable,1089.49,25,Clear,40,0,12,1049.49
101058,2025-01-01 17:43:00,Whitefield,Perishable,566.19,12,Clear,40,0,10,526.19
101059,2025-01-13 07:25:00,Jayanagar,Perishable,928.5,15,Cloudy,40,0,24,888.5
101060,2025-01-07 20:21:00,Koramangala,Beverages,278.9,23,Clear,40,50,500,188.89999999999998
101061,2025-01-09 22:48:00,Jayanagar,Home Needs,944.12,22,Clear,40,0,500,904.12
101062,2025-01-16 23:42:00,Jayanagar,Beverages,1186.9,18,Clear,40,0,500,1146.9
101063,2025-01-25 19:29:00,Indiranagar,Perishable,413.22,25,Clear,40,0,41,373.22
101064,2025-01-31 21:08:00,Indiranagar,Perishable,924.69,12,Clear,40,50,44,834.69
101065,2025-01-01 09:11:00,Whitefield,Home Needs,310.37,13,Clear,40,0,500,270.37
101066,2025-01-22 18:48:00,Jayanagar,Beverages,982.37,16,Clear,40,0,500,942.37
101067,2025-01-22 19:31:00,Whitefield,Home Needs,719.56,10,Cloudy,40,0,500,679.56
101068,2025-01-14 07:56:00,Indiranagar,Beverages,622.62,37,Rainy,45,50,500,527.62
101069,2025-01-15 09:02:00,Indiranagar,Snacks,734.5,19,Cloudy,40,0,500,694.5
101070,2025-01-16 20:27:00,Koramangala,Home Needs,901.51,25,Clear,40,0,500,861.51
101071,2025-01-19 19:43:00,Whitefield,Beverages,649.71,15,Clear,40,100,500,509.71000000000004
101072,2025-01-02 17:25:00,HSR Layout,Beverages,770.6,37,Rainy,45,100,500,625.6
101073,2025-01-22 17:22:00,HSR Layout,Home Needs,214.5,11,Clear,40,0,500,174.5
101074,2025-01-27 17:23:00,HSR Layout,Perishable,953.45,35,Rainy,45,50,7,858.45
101075,2025-01-14 14:22:00,HSR Layout,Beverages,518.83,17,Clear,40,0,500,478.83000000000004
101076,2025-01-08 19:41:00,HSR Layout,Perishable,1105.91,27,Rainy,40,0,8,1065.91
101077,2025-01-11 07:10:00,Indiranagar,Home Needs,189.25,23,Clear,40,100,500,49.25
101078,2025-01-17 08:57:00,Whitefield,Home Needs,171.42,25,Clear,40,100,500,31.419999999999987
101079,2025-01-01 17:20:00,Whitefield,Beverages,488.54,28,Rainy,40,50,500,398.54
101080,2025-01-04 19:44:00,Koramangala,Home Needs,671.57,20,Clear,40,0,500,631.57
101081,2025-01-20 14:19:00,HSR Layout,Beverages,361.85,27,Rainy,40,100,500,221.85000000000002
101082,2025-01-07 17:18:00,HSR Layout,Perishable,462.19,22,Cloudy,40,0,40,422.19
101083,2025-01-24 19:05:00,Jayanagar,Perishable,771.46,18,Clear,40,0,37,731.46
101084,2025-01-26 19:33:00,Whitefield,Beverages,370.23,12,Clear,40,0,500,330.23
101085,2025-01-17 19:51:00,HSR Layout,Beverages,846.63,20,Clear,40,0,500,806.63
101086,2025-01-14 09:25:00,HSR Layout,Beverages,855.14,15,Cloudy,40,0,500,815.14
101087,2025-01-21 10:45:00,Jayanagar,Snacks,755.69,31,Rainy,45,50,500,660.69
101088,2025-01-09 12:59:00,Jayanagar,Beverages,1131.37,11,Clear,40,100,500,991.3699999999999
101089,2025-01-07 19:23:00,Whitefield,Snacks,402.39,19,Clear,40,50,500,312.39
101090,2025-01-14 13:20:00,Indiranagar,Snacks,1038.27,18,Clear,40,0,500,998.27
101091,2025-01-21 03:10:00,HSR Layout,Snacks,576.16,13,Clear,40,0,500,536.16
101092,2025-01-07 19:01:00,Koramangala,Home Needs,637.37,23,Cloudy,40,50,500,547.37
101093,2025-01-21 21:57:00,Indiranagar,Snacks,317.33,29,Rainy,40,0,500,277.33
101094,2025-01-09 20:50:00,HSR Layout,Snacks,826.51,11,Clear,40,50,500,736.51
101095,2025-01-26 11:01:00,Indiranagar,Perishable,479.6,19,Cloudy,40,0,27,439.6
101096,2025-01-29 19:23:00,Indiranagar,Beverages,1140.32,14,Clear,40,0,500,1100.32
101097,2025-01-04 08:36:00,Jayanagar,Perishable,698.06,18,Clear,40,50,6,608.06
101098,2025-01-08 17:38:00,Indiranagar,Home Needs,495.75,22,Cloudy,40,0,500,455.75
101099,2025-01-30 18:27:00,Koramangala,Snacks,262.15,16,Clear,40,0,500,222.14999999999998
101100,2025-01-15 22:26:00,HSR Layout,Perishable,664.88,21,Clear,40,0,21,624.88
101101,2025-01-18 17:27:00,Whitefield,Snacks,1161.48,14,Clear,40,0,500,1121.48
101102,2025-01-16 19:45:00,HSR Layout,Home Needs,172.13,11,Cloudy,40,0,500,132.13
101103,2025-01-23 12:58:00,Koramangala,Home Needs,730.36,19,Cloudy,40,0,500,690.36
101104,2025-01-29 12:51:00,Indiranagar,Snacks,1050.53,22,Cloudy,40,0,500,1010.53
101105,2025-01-30 20:25:00,HSR Layout,Home Needs,244.76,32,Rainy,45,0,500,199.76
101106,2025-01-07 01:55:00,Koramangala,Beverages,812.92,23,Cloudy,40,0,500,772.92
101107,2025-01-09 19:55:00,Indiranagar,Beverages,644.65,23,Clear,40,0,500,604.65
101108,2025-01-23 20:27:00,Indiranagar,Snacks,883.41,12,Clear,40,0,500,843.41
101109,2025-01-14 21:38:00,Jayanagar,Home Needs,625.92,10,Clear,40,0,500,585.92
101110,2025-01-21 19:41:00,Koramangala,Beverages,980.57,14,Clear,40,0,500,940.57
101111,2025-01-13 07:12:00,HSR Layout,Home Needs,754.6,13,Clear,40,0,500,714.6
101112,2025-01-08 01:33:00,Koramangala,Beverages,982.27,20,Clear,40,50,500,892.27
101113,2025-01-16 13:55:00,Koramangala,Home Needs,332.15,20,Clear,40,0,500,292.15
101114,2025-01-07 13:05:00,Whitefield,Home Needs,340.98,22,Clear,40,100,500,200.98000000000002
101115,2025-01-08 20:01:00,Indiranagar,Snacks,1102.19,24,Clear,40,0,500,1062.19
101116,2025-01-09 21:44:00,Koramangala,Perishable,571.09,23,Cloudy,40,100,17,431.09000000000003
101117,2025-01-05 19:05:00,HSR Layout,Snacks,1144.61,13,Clear,40,0,500,1104.61
101118,2025-01-23 21:33:00,Whitefield,Beverages,1018.62,25,Clear,40,0,500,978.62
101119,2025-01-08 07:45:00,Koramangala,Snacks,1143.35,18,Clear,40,0,500,1103.35
101120,2025-01-24 20:31:00,Whitefield,Snacks,602.87,16,Clear,40,100,500,462.87
101121,2025-01-07 18:52:00,HSR Layout,Snacks,589.25,23,Cloudy,40,0,500,549.25
101122,2025-01-01 21:18:00,HSR Layout,Snacks,798.56,17,Clear,40,0,500,758.56
101123,2025-01-19 06:43:00,Whitefield,Perishable,160.84,29,Rainy,40,0,45,120.84
101124,2025-01-13 18:43:00,Koramangala,Beverages,893.88,18,Clear,40,0,500,853.88
101125,2025-01-04 07:35:00,Indiranagar,Perishable,499.51,17,Cloudy,40,50,23,409.51
101126,2025-01-20 19:42:00,Jayanagar,Perishable,155.63,37,Rainy,45,0,26,110.63
101127,2025-01-22 21:23:00,Koramangala,Perishable,759.51,18,Clear,40,0,33,719.51
101128,2025-01-16 17:59:00,HSR Layout,Beverages,288.52,20,Clear,40,100,500,148.51999999999998
101129,2025-01-14 13:09:00,HSR Layout,Perishable,478.93,14,Clear,40,50,18,388.93
101130,2025-01-24 20:23:00,Whitefield,Home Needs,1097.93,18,Clear,40,100,500,957.9300000000001
101131,2025-01-27 21:48:00,HSR Layout,Home Needs,607.56,15,Clear,40,0,500,567.56
101132,2025-01-24 18:31:00,Koramangala,Beverages,205.88,14,Clear,40,0,500,165.88
101133,2025-01-08 18:11:00,Indiranagar,Beverages,423.24,39,Rainy,45,50,500,328.24
101134,2025-01-04 11:57:00,Whitefield,Perishable,613.6,25,Clear,40,50,32,523.6
101135,2025-01-04 07:54:00,Koramangala,Perishable,517.08,16,Clear,40,0,12,477.08000000000004
101136,2025-01-27 17:10:00,Jayanagar,Home Needs,741.41,16,Clear,40,100,500,601.41
101137,2025-01-01 21:33:00,Jayanagar,Snacks,587.24,12,Clear,40,0,500,547.24
101138,2025-01-25 20:31:00,Indiranagar,Home Needs,177.26,13,Clear,40,50,500,87.25999999999999
101139,2025-01-12 19:37:00,Indiranagar,Home Needs,311.46,12,Clear,40,50,500,221.45999999999998
101140,2025-01-27 11:45:00,Whitefield,Beverages,809.77,18,Clear,40,100,500,669.77
101141,2025-01-22 17:00:00,HSR Layout,Perishable,838.98,24,Clear,40,0,47,798.98
101142,2025-01-24 08:58:00,Jayanagar,Snacks,371.94,11,Clear,40,0,500,331.94
101143,2025-01-11 22:51:00,Indiranagar,Perishable,724.51,22,Clear,40,0,26,684.51
101144,2025-01-09 17:11:00,Koramangala,Beverages,243.65,16,Clear,40,0,500,203.65
101145,2025-01-13 18:49:00,Whitefield,Home Needs,829.53,14,Clear,40,0,500,789.53
101146,2025-01-10 10:31:00,Whitefield,Home Needs,1098.92,14,Clear,40,0,500,1058.92
101147,2025-01-22 00:06:00,HSR Layout,Snacks,664.1,22,Clear,40,50,500,574.1
101148,2025-01-09 10:36:00,Jayanagar,Beverages,244.73,23,Clear,40,0,500,204.73
101149,2025-01-20 07:11:00,Whitefield,Beverages,247.59,20,Clear,40,50,500,157.59
101150,2025-01-22 20:14:00,Koramangala,Beverages,703.64,12,Clear,40,0,500,663.64
101151,2025-01-15 17:27:00,Indiranagar,Beverages,465.41,14,Clear,40,0,500,425.41
101152,2025-01-27 21:15:00,Jayanagar,Beverages,460.26,11,Clear,40,100,500,320.26
101153,2025-01-03 07:58:00,Indiranagar,Perishable,686.18,23,Clear,40,0,30,646.18
101154,2025-01-22 08:46:00,Jayanagar,Home Needs,523.23,12,Clear,40,100,500,383.23
101155,2025-01-01 17:07:00,Whitefield,Snacks,975.49,22,Cloudy,40,0,500,935.49
101156,2025-01-03 17:26:00,HSR Layout,Home Needs,766.57,39,Rainy,45,50,500,671.57
101157,2025-01-20 23:51:00,HSR Layout,Home Needs,1165.06,15,Clear,40,0,500,1125.06
101158,2025-01-06 12:05:00,Jayanagar,Home Needs,1065.2,13,Clear,40,50,500,975.2
101159,2025-01-18 17:01:00,Indiranagar,Beverages,272.51,15,Clear,40,50,500,182.51
101160,2025-01-15 21:44:00,Whitefield,Beverages,467.94,36,Rainy,45,50,500,372.94
101161,2025-01-26 18:19:00,Indiranagar,Snacks,291.87,16,Clear,40,0,500,251.87
101162,2025-01-27 20:01:00,Koramangala,Perishable,369.69,14,Cloudy,40,0,28,329.69
101163,2025-01-27 20:40:00,Jayanagar,Snacks,240.4,24,Clear,40,0,500,200.4
101164,2025-01-16 19:27:00,Indiranagar,Perishable,324.41,14,Clear,40,50,32,234.41000000000003
101165,2025-01-16 11:01:00,Whitefield,Snacks,361.41,22,Clear,40,0,500,321.41
101166,2025-01-11 18:00:00,Indiranagar,Beverages,1178.46,25,Clear,40,100,500,1038.46
101167,2025-01-20 08:46:00,Jayanagar,Home Needs,188.87,22,Clear,40,50,500,98.87
101168,2025-01-17 17:37:00,Jayanagar,Beverages,393.5,11,Clear,40,100,500,253.5
101169,2025-01-01 08:27:00,Jayanagar,Home Needs,730.92,18,Clear,40,50,500,640.92
101170,2025-01-29 20:30:00,Indiranagar,Beverages,803.83,21,Clear,40,50,500,713.83
101171,2025-01-23 07:27:00,Indiranagar,Snacks,452.41,16,Clear,40,50,500,362.41
101172,2025-01-12 21:28:00,Koramangala,Snacks,767.04,20,Clear,40,100,500,627.04
101173,2025-01-28 19:53:00,Whitefield,Snacks,1077.33,22,Clear,40,50,500,987.3299999999999
101174,2025-01-27 18:43:00,HSR Layout,Beverages,989.74,15,Clear,40,100,500,849.74
101175,2025-01-07 19:18:00,Indiranagar,Beverages,285.55,16,Cloudy,40,0,500,245.55
101176,2025-01-20 18:31:00,Indiranagar,Beverages,1140.21,25,Cloudy,40,0,500,1100.21
101177,2025-01-08 19:13:00,Jayanagar,Perishable,1199.22,21,Clear,40,0,23,1159.22
101178,2025-01-22 21:10:00,Koramangala,Perishable,997.16,20,Clear,40,50,8,907.16
101179,2025-01-20 18:14:00,Indiranagar,Snacks,660.68,20,Clear,40,0,500,620.68
101180,2025-01-25 01:02:00,Jayanagar,Home Needs,1091.13,13,Clear,40,0,500,1051.13
101181,2025-01-30 12:28:00,Whitefield,Perishable,1173.39,13,Clear,40,100,3,1033.39
101182,2025-01-17 18:06:00,Koramangala,Perishable,1064.41,21,Clear,40,0,47,1024.41
101183,2025-01-10 08:45:00,Whitefield,Beverages,919.18,13,Clear,40,0,500,879.18
101184,2025-01-21 14:23:00,HSR Layout,Snacks,279.13,31,Rainy,45,50,500,184.13
101185,2025-01-14 19:49:00,Indiranagar,Snacks,1026.55,40,Rainy,45,0,500,981.55
101186,2025-01-10 19:32:00,Koramangala,Perishable,429.32,23,Clear,40,0,41,389.32
101187,2025-01-22 19:15:00,Koramangala,Beverages,976.58,14,Clear,40,50,500,886.58
101188,2025-01-14 13:58:00,Whitefield,Beverages,1149.43,36,Rainy,45,0,500,1104.43
101189,2025-01-15 17:09:00,Indiranagar,Perishable,239.02,35,Rainy,45,50,11,144.02
101190,2025-01-14 20:03:00,Whitefield,Perishable,843.18,14,Cloudy,40,100,4,703.18
101191,2025-01-21 21:45:00,Jayanagar,Home Needs,590.27,19,Clear,40,0,500,550.27
101192,2025-01-30 13:22:00,Indiranagar,Home Needs,1095.22,14,Clear,40,50,500,1005.22
101193,2025-01-15 15:41:00,Koramangala,Beverages,882.34,22,Clear,40,0,500,842.34
101194,2025-01-29 19:19:00,Indiranagar,Perishable,714.31,22,Clear,40,0,34,674.31
101195,2025-01-18 15:18:00,Koramangala,Perishable,687.26,19,Clear,40,100,22,547.26
101196,2025-01-25 17:40:00,Koramangala,Perishable,179.29,18,Clear,40,0,20,139.29
101197,2025-01-24 21:27:00,Jayanagar,Perishable,918.59,21,Clear,40,0,41,878.59
101198,2025-01-17 09:22:00,Indiranagar,Perishable,944.39,13,Clear,40,50,20,854.39
101199,2025-01-19 19:47:00,Indiranagar,Beverages,505.93,17,Clear,40,100,500,365.93
101200,2025-01-19 14:45:00,Jayanagar,Snacks,517.85,19,Clear,40,100,500,377.85
101201,2025-01-22 16:08:00,Whitefield,Snacks,260.49,16,Clear,40,0,500,220.49
101202,2025-01-15 19:06:00,Koramangala,Beverages,1019.86,12,Clear,40,0,500,979.86
101203,2025-01-02 15:27:00,Koramangala,Beverages,375.52,12,Clear,40,0,500,335.52
101204,2025-01-22 23:33:00,Whitefield,Beverages,1065.62,25,Clear,40,50,500,975.6199999999999
101205,2025-01-15 19:44:00,Whitefield,Beverages,1015.0,14,Clear,40,100,500,875.0
101206,2025-01-05 17:31:00,Whitefield,Snacks,1166.43,13,Clear,40,0,500,1126.43
101207,2025-01-15 17:30:00,Indiranagar,Snacks,1141.27,21,Cloudy,40,0,500,1101.27
101208,2025-01-20 15:54:00,Whitefield,Perishable,276.91,19,Clear,40,0,34,236.91000000000003
101209,2025-01-05 03:07:00,HSR Layout,Home Needs,1190.57,19,Clear,40,0,500,1150.57
101210,2025-01-16 09:01:00,Koramangala,Snacks,972.98,23,Clear,40,0,500,932.98
101211,2025-01-30 20:57:00,HSR Layout,Home Needs,376.36,25,Clear,40,0,500,336.36
101212,2025-01-04 12:35:00,HSR Layout,Perishable,1063.95,23,Cloudy,40,50,37,973.95
101213,2025-01-10 08:36:00,Whitefield,Home Needs,970.42,25,Cloudy,40,100,500,830.42
101214,2025-01-05 13:48:00,Koramangala,Beverages,949.76,24,Cloudy,40,0,500,909.76
101215,2025-01-28 18:46:00,HSR Layout,Perishable,989.8,38,Rainy,45,50,15,894.8
101216,2025-01-29 23:25:00,HSR Layout,Perishable,1155.98,24,Clear,40,0,42,1115.98
101217,2025-01-03 22:55:00,Koramangala,Perishable,750.59,19,Clear,40,100,42,610.59
101218,2025-01-04 15:41:00,Jayanagar,Perishable,352.05,11,Clear,40,100,34,212.05
101219,2025-01-07 18:48:00,Whitefield,Perishable,276.3,15,Clear,40,0,18,236.3
101220,2025-01-26 18:13:00,Koramangala,Beverages,238.88,20,Clear,40,50,500,148.88
101221,2025-01-19 20:02:00,Whitefield,Perishable,506.95,30,Rainy,40,50,2,416.95
101222,2025-01-28 17:33:00,HSR Layout,Beverages,420.04,13,Clear,40,0,500,380.04
101223,2025-01-18 11:10:00,HSR Layout,Snacks,341.8,12,Clear,40,0,500,301.8
101224,2025-01-10 05:26:00,Koramangala,Perishable,795.2,20,Clear,40,0,2,755.2
101225,2025-01-23 12:03:00,HSR Layout,Beverages,253.68,14,Cloudy,40,50,500,163.68
101226,2025-01-29 18:20:00,HSR Layout,Beverages,1138.66,13,Clear,40,0,500,1098.66
101227,2025-01-07 18:15:00,Jayanagar,Snacks,667.63,22,Clear,40,0,500,627.63
101228,2025-01-09 17:03:00,HSR Layout,Beverages,730.78,12,Clear,40,50,500,640.78
101229,2025-01-01 17:26:00,Koramangala,Perishable,432.62,13,Clear,40,0,36,392.62
101230,2025-01-21 23:50:00,Koramangala,Home Needs,746.66,24,Cloudy,40,0,500,706.66
101231,2025-01-28 18:40:00,Jayanagar,Snacks,972.03,14,Clear,40,0,500,932.03
101232,2025-01-18 18:10:00,Koramangala,Beverages,1159.42,24,Clear,40,0,500,1119.42
101233,2025-01-01 16:52:00,Whitefield,Home Needs,835.71,15,Clear,40,0,500,795.71
101234,2025-01-02 17:59:00,Whitefield,Home Needs,777.76,22,Clear,40,0,500,737.76
101235,2025-01-27 11:40:00,Koramangala,Home Needs,197.76,12,Cloudy,40,0,500,157.76
101236,2025-01-03 21:25:00,Indiranagar,Snacks,911.33,33,Rainy,45,50,500,816.33
101237,2025-01-07 18:39:00,Jayanagar,Home Needs,1078.13,20,Cloudy,40,0,500,1038.13
101238,2025-01-25 08:45:00,Whitefield,Home Needs,408.22,35,Rainy,45,0,500,363.22
